Posição;Código IBGE;Município;Unidade federativa;População
1815º;3536208;Pariquera-Açu; São Paulo;19 723
1816º;5007935;Sonora; Mato Grosso do Sul;19 721
1817º;2202604;Castelo do Piauí; Piauí;19 715
1818º;3529906;Miracatu; São Paulo;19 643
1819º;3153400;Presidente Olegário; Minas Gerais;19 627
1820º;1300680;Boa Vista do Ramos; Amazonas;19 626
1821º;3108305;Borda da Mata; Minas Gerais;19 614
1822º;2603900;Carnaíba; Pernambuco;19 609
1823º;1200708;Xapuri; Acre;19 596
1824º;2108009;Pastos Bons; Maranhão;19 583
1825º;2107100;Morros; Maranhão;19 572
1826º;2107407;Olho d'Água das Cunhãs; Maranhão;19 561
1827º;3114501;Carmópolis de Minas; Minas Gerais;19 559
1828º;1303502;Pauini; Amazonas;19 522
1829º;2901601;Antas; Bahia;19 479
1830º;5103007;Chapada dos Guimarães; Mato Grosso;19 453
1831º;2102507;Cajari; Maranhão;19 451
1832º;4212205;Papanduva; Santa Catarina;19 422
1833º;2932457;Umburanas; Bahia;19 402
1834º;2304301;Farias Brito; Ceará;19 389
1835º;4309605;Horizontina; Rio Grande do Sul;19 389
1836º;4128500;Wenceslau Braz; Paraná;19 386
1837º;4126306;Sengés; Paraná;19 385
1838º;5100300;Alto Araguaia; Mato Grosso;19 385
1839º;2313351;Tejuçuoca; Ceará;19 371
1840º;4218301;Três Barras; Santa Catarina;19 366
1841º;1200427;Rodrigues Alves; Acre;19 351
1842º;2916005;Itanhém; Bahia;19 316
1843º;1200336;Mâncio Lima; Acre;19 311
1844º;4101002;Ampére; Paraná;19 311
1845º;3170909;Varzelândia; Minas Gerais;19 305
1846º;1200351;Marechal Thaumaturgo; Acre;19 299
1847º;2511905;Pitimbu; Paraíba;19 275
1848º;3204351;Rio Bananal; Espírito Santo;19 271
1849º;2104099;Formosa da Serra Negra; Maranhão;19 258
1850º;2932804;Utinga; Bahia;19 256
1851º;3100906;Águas Formosas; Minas Gerais;19 247
1852º;2606507;Iati; Pernambuco;19 241
1853º;4311205;Júlio de Castilhos; Rio Grande do Sul;19 224
1854º;4121208;Quitandinha; Paraná;19 221
1855º;3104908;Baependi; Minas Gerais;19 199
1856º;2614006;Serrita; Pernambuco;19 196
1857º;3539103;Pirapora do Bom Jesus; São Paulo;19 178
1858º;2205201;Jaicós; Piauí;19 170
1859º;5003801;Fátima do Sul; Mato Grosso do Sul;19 170
1860º;1508050;Trairão; Pará;19 168
1861º;4105409;Chopinzinho; Paraná;19 167
1862º;4104501;Capanema; Paraná;19 148
1863º;2107902;Passagem Franca; Maranhão;19 137
1864º;2501302;Aroeiras; Paraíba;19 116
1865º;5204409;Caiapônia; Goiás;19 107
1866º;4206900;Ibirama; Santa Catarina;19 096
1867º;2605152;Dormentes; Pernambuco;19 079
1868º;2109270;Presidente Sarney; Maranhão;19 069
1869º;2917201;Ituaçu; Bahia;19 030
1870º;3301207;Carmo; Rio de Janeiro;19 030
1871º;3128303;Guaranésia; Minas Gerais;19 017
1872º;3556800;Viradouro; São Paulo;19 017
1873º;3508702;Caconde; São Paulo;19 009
1874º;2504405;Conceição; Paraíba;19 007
1875º;3140902;Matipó; Minas Gerais;19 005
1876º;2917805;Jaguaripe; Bahia;18 981
1877º;2111607;São Raimundo das Mangabeiras; Maranhão;18 980
1878º;4211751;Otacílio Costa; Santa Catarina;18 975
1879º;3531506;Monte Azul Paulista; São Paulo;18 968
1880º;3304102;Porciúncula; Rio de Janeiro;18 960
1881º;3124005;Ervália; Minas Gerais;18 958
1882º;4101200;Antonina; Paraná;18 949
1883º;2101509;Barão de Grajaú; Maranhão;18 924
1884º;1507979;Terra Santa; Pará;18 917
1885º;1400456;Pacaraima; Roraima;18 913
1886º;2904852;Cabaceiras do Paraguaçu; Bahia;18 911
1887º;2919702;Macarani; Bahia;18 909
1888º;2803302;Japaratuba; Sergipe;18 907
1889º;2603504;Camocim de São Félix; Pernambuco;18 900
1890º;1304237;Tonantins; Amazonas;18 897
1891º;3203502;Montanha; Espírito Santo;18 894
1892º;3518503;Guareí; São Paulo;18 887
1893º;2932200;Ubaitaba; Bahia;18 847
1894º;5107107;São José dos Quatro Marcos; Mato Grosso;18 846
1895º;4106209;Contenda; Paraná;18 837
1896º;1200807;Porto Acre; Acre;18 824
1897º;2507101;Itapororoca; Paraíba;18 823
1898º;3500501;Águas de Lindóia; São Paulo;18 808
1899º;2908101;Cocos; Bahia;18 807
1900º;1400175;Cantá; Roraima;18 799
1901º;1100080;Costa Marques; Rondônia;18 798
1902º;2929255;São Gabriel; Bahia;18 789
1903º;2806008;Ribeirópolis; Sergipe;18 773
1904º;3131158;Ipaba; Minas Gerais;18 769
1905º;3501152;Alumínio; São Paulo;18 767
1906º;4106803;Cruz Machado; Paraná;18 741
1907º;2111409;São Luís Gonzaga do Maranhão; Maranhão;18 727
1908º;2108801;Pirapemas; Maranhão;18 720
1909º;2511400;Picuí; Paraíba;18 720
1910º;3526100;Juquiá; São Paulo;18 718
1911º;2110401;São Benedito do Rio Preto; Maranhão;18 717
1912º;2512002;Pocinhos; Paraíba;18 708
1913º;2804409;Neópolis; Sergipe;18 703
1914º;2303303;Cariús; Ceará;18 699
1915º;3532405;Nazaré Paulista; São Paulo;18 698
1916º;1200252;Epitaciolândia; Acre;18 696
1917º;2800506;Areia Branca; Sergipe;18 686
1918º;3113701;Carlos Chagas; Minas Gerais;18 674
1919º;2616001;Venturosa; Pernambuco;18 661
1920º;2101301;Bacuri; Maranhão;18 654
1921º;3302809;Mendes; Rio de Janeiro;18 648
1922º;2111078;São João do Soter; Maranhão;18 645
1923º;1702554;Augustinópolis; Tocantins;18 643
1924º;3159902;Santo Antônio do Amparo; Minas Gerais;18 613
1925º;3304409;Rio Claro; Rio de Janeiro;18 605
1926º;2920106;Mairi; Bahia;18 602
1927º;3139201;Malacacheta; Minas Gerais;18 602
1928º;1100254;Presidente Médici; Rondônia;18 571
1929º;2932507;Una; Bahia;18 544
1930º;3512001;Colina; São Paulo;18 535
1931º;2903805;Boa Vista do Tupim; Bahia;18 531
1932º;2104552;Governador Edison Lobão; Maranhão;18 520
1933º;2905305;Cafarnaum; Bahia;18 513
1934º;3127008;Fronteira; Minas Gerais;18 492
1935º;4217808;Taió; Santa Catarina;18 486
1936º;4205803;Garuva; Santa Catarina;18 484
1937º;2921401;Mirangaba; Bahia;18 474
1938º;5005681;Mundo Novo; Mato Grosso do Sul;18 473
1939º;2313955;Varjota; Ceará;18 471
1940º;2208205;Pio IX; Piauí;18 459
1941º;2303105;Cariré; Ceará;18 459
1942º;4103453;Cafelândia; Paraná;18 456
1943º;2905404;Cairu; Bahia;18 427
1944º;1708205;Formoso do Araguaia; Tocantins;18 399
1945º;2703304;Inhapi; Alagoas;18 392
1946º;3523602;Itirapina; São Paulo;18 387
1947º;2311702;Reriutaba; Ceará;18 385
1948º;3511607;Cesário Lange; São Paulo;18 375
1949º;5212204;Jussara; Goiás;18 371
1950º;2313005;Solonópole; Ceará;18 357
1951º;2700706;Batalha; Alagoas;18 338
1952º;3530201;Mirante do Paranapanema; São Paulo;18 338
1953º;2912400;Ibipeba; Bahia;18 319
1954º;2406106;Jucurutu; Rio Grande do Norte;18 315
1955º;2904704;Buerarema; Bahia;18 306
1956º;2507705;Juazeirinho; Paraíba;18 298
1957º;2604700;Correntes; Pernambuco;18 268
1958º;3535606;Paraibuna; São Paulo;18 263
1959º;1302801;Maraã; Amazonas;18 261
1960º;3138807;Luz; Minas Gerais;18 257
1961º;2301851;Banabuiú; Ceará;18 256
1962º;2702553;Estrela de Alagoas; Alagoas;18 255
1963º;2608453;Lagoa do Carro; Pernambuco;18 252
1964º;3305406;Sapucaia; Rio de Janeiro;18 249
1965º;4301305;Arroio Grande; Rio Grande do Sul;18 238
1966º;3139300;Manga; Minas Gerais;18 226
1967º;2801009;Campo do Brito; Sergipe;18 218
1968º;4318101;São Francisco de Assis; Rio Grande do Sul;18 205
1969º;1506161;Rio Maria; Pará;18 201
1970º;3137007;Ladainha; Minas Gerais;18 193
1971º;1400308;Mucajaí; Roraima;18 172
1972º;3132107;Itacarambi; Minas Gerais;18 164
1973º;2111805;Sítio Novo; Maranhão;18 160
1974º;2802809;Indiaroba; Sergipe;18 149
1975º;2306702;Jaguaretama; Ceará;18 147
1976º;2506806;Ingá; Paraíba;18 144
1977º;2304236;Croatá; Ceará;18 133
1978º;1507102;São Caetano de Odivelas; Pará;18 129
1979º;3137502;Lagoa Formosa; Minas Gerais;18 111
1980º;4115606;Matelândia; Paraná;18 107
1981º;2613800;São Vicente Férrer; Pernambuco;18 085
1982º;2705200;Messias; Alagoas;18 031
1983º;2801702;Cristinápolis; Sergipe;18 029
1984º;2500700;São João do Rio do Peixe; Paraíba;18 026
1985º;3512308;Conchas; São Paulo;18 019
1986º;2208809;Regeneração; Piauí;17 979
1987º;1505403;Ourém; Pará;17 961
1988º;4200101;Abelardo Luz; Santa Catarina;17 960
1989º;3155801;Rio Pomba; Minas Gerais;17 959
1990º;4211207;Morro da Fumaça; Santa Catarina;17 947
1991º;2104404;Gonçalves Dias; Maranhão;17 944
1992º;5107065;Querência; Mato Grosso;17 937
1993º;1713205;Miracema do Tocantins; Tocantins;17 936
1994º;3514908;Elias Fausto; São Paulo;17 936
1995º;3524600;Jacupiranga; São Paulo;17 889
1996º;2502508;Boqueirão; Paraíba;17 870
1997º;3104502;Arinos; Minas Gerais;17 862
1998º;5217708;Pontalina; Goiás;17 860
1999º;2706802;Piaçabuçu; Alagoas;17 848
2000º;1502772;Curionópolis; Pará;17 846
2001º;2910750;Fátima; Bahia;17 845
2002º;3508801;Cafelândia; São Paulo;17 843
2003º;1501451;Belterra; Pará;17 839
2004º;4105201;Cerro Azul; Paraná;17 833
2005º;4320404;Serafina Corrêa; Rio Grande do Sul;17 795
2006º;2901908;Aporá; Bahia;17 788
2007º;2302909;Capistrano; Ceará;17 786
2008º;2704104;Lagoa da Canoa; Alagoas;17 771
2009º;1600709;Tartarugalzinho; Amapá;17 769
2010º;3504602;Bady Bassitt; São Paulo;17 761
2011º;4312658;Não-Me-Toque; Rio Grande do Sul;17 758
2012º;3115102;Cássia; Minas Gerais;17 740
2013º;4214003;Presidente Getúlio; Santa Catarina;17 726
2014º;2412609;São Paulo do Potengi; Rio Grande do Norte;17 720
2015º;2701605;Canapi; Alagoas;17 719
2016º;2312106;Santana do Cariri; Ceará;17 712
2017º;4213708;Pouso Redondo; Santa Catarina;17 712
2018º;2501906;Belém; Paraíba;17 705
2019º;2303402;Carnaubal; Ceará;17 685
2020º;3551900;Severínia; São Paulo;17 661
2021º;2210409;São Miguel do Tapuio; Piauí;17 639
2022º;3150802;Piranga; Minas Gerais;17 634
2023º;3108008;Bom Sucesso; Minas Gerais;17 607
2024º;2200509;Amarante; Piauí;17 604
2025º;3523305;Itariri; São Paulo;17 598
2026º;2108900;Poção de Pedras; Maranhão;17 595
2027º;4217501;Seara; Santa Catarina;17 576
2028º;3144706;Nova Era; Minas Gerais;17 551
2029º;3148608;Peçanha; Minas Gerais;17 537
2030º;2700201;Anadia; Alagoas;17 526
2031º;4127403;Terra Roxa; Paraná;17 522
2032º;3540804;Potirendaba; São Paulo;17 516
2033º;2923357;Ourolândia; Bahia;17 511
2034º;3117504;Conceição do Mato Dentro; Minas Gerais;17 503
2035º;2300408;Aiuaba; Ceará;17 493
2036º;3521705;Itaberá; São Paulo;17 480
2037º;2200202;Água Branca; Piauí;17 470
2038º;2504900;Cruz do Espírito Santo; Paraíba;17 461
2039º;5106372;Pedra Preta; Mato Grosso;17 446
2040º;2931053;Tanque Novo; Bahia;17 443
2041º;2100832;Apicum-Açu; Maranhão;17 413
2042º;2929602;Sapeaçu; Bahia;17 409
2043º;3154309;Resplendor; Minas Gerais;17 396
2044º;3511706;Charqueada; São Paulo;17 367
2045º;2907905;Cipó; Bahia;17 352
2046º;4321105;Tapes; Rio Grande do Sul;17 332
2047º;3161007;São Domingos do Prata; Minas Gerais;17 327
2048º;2930303;Serra Dourada; Bahia;17 321
2049º;3203700;Muniz Freire; Espírito Santo;17 319
2050º;4107603;Faxinal; Paraná;17 316
2051º;2929701;Sátiro Dias; Bahia;17 302
2052º;5006903;Porto Murtinho; Mato Grosso do Sul;17 298
2053º;3508108;Buritama; São Paulo;17 281
2054º;2907608;Central; Bahia;17 280
2055º;2804003;Maruim; Sergipe;17 271
2056º;2101251;Bacabeira; Maranhão;17 252
2057º;3545001;Salesópolis; São Paulo;17 252
2058º;2308609;Monsenhor Tabosa; Ceará;17 249
2059º;2608008;Jataúba; Pernambuco;17 228
2060º;3538105;Pindorama; São Paulo;17 216
2061º;3528007;Macatuba; São Paulo;17 214
2062º;4127205;Terra Boa; Paraná;17 200
2063º;2300705;Alto Santo; Ceará;17 196
2064º;2503506;Cacimba de Dentro; Paraíba;17 178
2065º;2908705;Condeúba; Bahia;17 178
2066º;3170529;Urucuia; Minas Gerais;17 173
2067º;2908309;Conceição do Almeida; Bahia;17 165
2068º;2900355;Adustina; Bahia;17 126
2069º;4210605;Massaranduba; Santa Catarina;17 125
2070º;1501576;Bom Jesus do Tocantins; Pará;17 118
2071º;4106308;Corbélia; Paraná;17 117
2072º;2903508;Belo Campo; Bahia;17 109
2073º;2104008;Esperantinópolis; Maranhão;17 104
2074º;2310902;Piquet Carneiro; Ceará;17 086
2075º;4127601;Tijucas do Sul; Paraná;17 084
2076º;2913101;Ibititá; Bahia;17 080
2077º;1600154;Pedra Branca do Amapari; Amapá;17 067
2078º;5107701;Rosário Oeste; Mato Grosso;17 054
2079º;2930808;Souto Soares; Bahia;17 050
2080º;5206404;Crixás; Goiás;17 044
2081º;2105476;Jenipapo dos Vieiras; Maranhão;17 040
2082º;2106631;Matões do Norte; Maranhão;17 033
2083º;2900405;Água Fria; Bahia;17 033
2084º;2516300;Sumé; Paraíba;17 031
2085º;3517604;Guapiara; São Paulo;17 025
2086º;1304104;Tapauá; Amazonas;17 015
2087º;4208401;Itapiranga; Santa Catarina;17 007
2088º;2607802;Itaquitinga; Pernambuco;17 006
2089º;1301605;Fonte Boa; Amazonas;17 005
2090º;5207907;Flores de Goiás; Goiás;17 005
2091º;5107800;Santo Antônio de Leverger; Mato Grosso;16 999
2092º;2924306;Piatã; Bahia;16 984
2093º;2701704;Capela; Alagoas;16 979
2094º;2106409;Mata Roma; Maranhão;16 977
2095º;2931301;Tapiramutá; Bahia;16 974
2096º;5101258;Araputanga; Mato Grosso;16 951
2097º;4121406;Realeza; Paraná;16 950
2098º;1301654;Guajará; Amazonas;16 937
2099º;2801504;Carmópolis; Sergipe;16 937
2100º;4127304;Terra Rica; Paraná;16 924
2101º;2500809;Araçagi; Paraíba;16 921
2102º;3203346;Marechal Floriano; Espírito Santo;16 920
2103º;5102603;Campinápolis; Mato Grosso;16 919
2104º;4215505;Santa Cecília; Santa Catarina;16 918
2105º;2904050;Bonito; Bahia;16 884
2106º;2104602;Governador Eugênio Barros; Maranhão;16 882
2107º;2920205;Malhada; Bahia;16 861
2108º;1504976;Nova Ipixuna; Pará;16 854
2109º;3151701;Poço Fundo; Minas Gerais;16 846
2110º;3145109;Nova Resende; Minas Gerais;16 832
2111º;1720903;Taguatinga; Tocantins;16 825
2112º;4204251;Cocal do Sul; Santa Catarina;16 821
2113º;3537008;Pedregulho; São Paulo;16 811
2114º;5105606;Matupá; Mato Grosso;16 793
2115º;4323804;Xangri-lá; Rio Grande do Sul;16 775
2116º;3110905;Campanha; Minas Gerais;16 762
2117º;2906824;Canudos; Bahia;16 753
2118º;3108552;Brasilândia de Minas; Minas Gerais;16 748
2119º;3138609;Lima Duarte; Minas Gerais;16 724
2120º;3203130;João Neiva; Espírito Santo;16 722
2121º;3169000;Tocantins; Minas Gerais;16 715
2122º;2924207;Pedro Alexandre; Bahia;16 682
2123º;2932606;Urandi; Bahia;16 665
2124º;3552700;Tabatinga; São Paulo;16 644
2125º;4114401;Mangueirinha; Paraná;16 642
2126º;2311959;Salitre; Ceará;16 635
2127º;2304459;Fortim; Ceará;16 631
2128º;3152402;Poté; Minas Gerais;16 616
2129º;3521309;Ipuã; São Paulo;16 604
2130º;3300936;Carapebus; Rio de Janeiro;16 586
2131º;4305454;Cidreira; Rio Grande do Sul;16 583
2132º;2908002;Coaraci; Bahia;16 549
2133º;1501600;Bonito; Pará;16 530
2134º;2106375;Maranhãozinho; Maranhão;16 511
2135º;2922706;Nova Canaã; Bahia;16 472
2136º;4105706;Clevelândia; Paraná;16 450
2137º;2910404;Encruzilhada; Bahia;16 446
2138º;4116208;Morretes; Paraná;16 446
2139º;2102077;Bom Lugar; Maranhão;16 438
2140º;2313559;Tururu; Ceará;16 431
2141º;3153905;Raposos; Minas Gerais;16 429
2142º;4126504;Sertanópolis; Paraná;16 413
2143º;1501006;Aveiro; Pará;16 404
2144º;2913002;Ibitiara; Bahia;16 403
2145º;4300109;Agudo; Rio Grande do Sul;16 401
2146º;2103554;Conceição do Lago Açu; Maranhão;16 400
2147º;4102901;Bituruna; Paraná;16 400
2148º;3147600;Passa Quatro; Minas Gerais;16 393
2149º;2910859;Filadélfia; Bahia;16 345
2150º;4126801;Tapejara; Paraná;16 345
2151º;5105176;Juruena; Mato Grosso;16 335
2152º;2310803;Pereiro; Ceará;16 331
2153º;4316600;Sananduva; Rio Grande do Sul;16 328
2154º;2609105;Machados; Pernambuco;16 321
2155º;3149804;Perdizes; Minas Gerais;16 321
2156º;2608701;Lagoa dos Gatos; Pernambuco;16 318
2157º;2105906;Lago Verde; Maranhão;16 314
2158º;3157906;Santa Margarida; Minas Gerais;16 302
2159º;2924504;Pindaí; Bahia;16 285
2160º;3544251;Rosana; São Paulo;16 281
2161º;5105507;Vila Bela da Santíssima Trindade; Mato Grosso;16 271
2162º;5204300;Caçu; Goiás;16 270
2163º;1600808;Vitória do Jari; Amapá;16 254
2164º;3112604;Capinópolis; Minas Gerais;16 234
2165º;2912301;Ibicuí; Bahia;16 230
2166º;1300029;Alvarães; Amazonas;16 220
2167º;3543006;Ribeirão Branco; São Paulo;16 211
2168º;1100056;Cerejeiras; Rondônia;16 204
2169º;3501004;Altinópolis; São Paulo;16 203
2170º;3133758;Itaú de Minas; Minas Gerais;16 199
2171º;2105609;Joselândia; Maranhão;16 198
2172º;2931806;Tremedal; Bahia;16 189
2173º;1504752;Mojuí dos Campos; Pará;16 184
2174º;4308904;Getúlio Vargas; Rio Grande do Sul;16 184
2175º;5004304;Iguatemi; Mato Grosso do Sul;16 176
2176º;2108058;Paulino Neves; Maranhão;16 166
2177º;3507407;Borborema; São Paulo;16 164
2178º;4212106;Palmitos; Santa Catarina;16 157
2179º;4319406;São Pedro do Sul; Rio Grande do Sul;16 148
2180º;2311355;Quixelô; Ceará;16 147
2181º;1304302;Urucará; Amazonas;16 130
2182º;2511301;Piancó; Paraíba;16 111
2183º;2915007;Itaetê; Bahia;16 110
2184º;4204509;Corupá; Santa Catarina;16 107
2185º;2903276;Barrocas; Bahia;16 105
2186º;2901155;América Dourada; Bahia;16 090
2187º;3515400;Fartura; São Paulo;16 070
2188º;2612901;São Benedito do Sul; Pernambuco;16 069
2189º;2700508;Barra de Santo Antônio; Alagoas;16 068
2190º;4104428;Candói; Paraná;16 053
2191º;2110278;Santo Amaro do Maranhão; Maranhão;16 034
2192º;2608206;Joaquim Nabuco; Pernambuco;16 011
2193º;1101401;Monte Negro; Rondônia;16 007
2194º;2105351;Itaipava do Grajaú; Maranhão;16 005
2195º;2903607;Biritinga; Bahia;15 984
2196º;3549953;São Lourenço da Serra; São Paulo;15 978
2197º;2404507;Guamaré; Rio Grande do Norte;15 963
2198º;1507409;São Francisco do Pará; Pará;15 930
2199º;5107008;Poxoréu; Mato Grosso;15 916
2200º;2100808;Anapurus; Maranhão;15 894
2201º;3127800;Grão Mogol; Minas Gerais;15 890
2202º;5214002;Mozarlândia; Goiás;15 870
2203º;2414001;Tangará; Rio Grande do Norte;15 869
2204º;4309001;Giruá; Rio Grande do Sul;15 863
2205º;2612307;Saloá; Pernambuco;15 862
